TH1.Print Name  = h1DSSD1e, Entries= 3456932, Total sum= 3.45693e+006
 fSumw[388]=124, x=155, error=11.1355
 fSumw[389]=130, x=155.4, error=11.4018
 fSumw[390]=126, x=155.8, error=11.225
 fSumw[391]=131, x=156.2, error=11.4455
 fSumw[392]=168, x=156.6, error=12.9615
 fSumw[393]=140, x=157, error=11.8322
 fSumw[394]=120, x=157.4, error=10.9545
 fSumw[395]=138, x=157.8, error=11.7473
 fSumw[396]=147, x=158.2, error=12.1244
 fSumw[397]=134, x=158.6, error=11.5758
 fSumw[398]=116, x=159, error=10.7703
 fSumw[399]=148, x=159.4, error=12.1655
 fSumw[400]=128, x=159.8, error=11.3137
 fSumw[401]=114, x=160.2, error=10.6771
 fSumw[402]=141, x=160.6, error=11.8743
 fSumw[403]=137, x=161, error=11.7047
 fSumw[404]=138, x=161.4, error=11.7473
 fSumw[405]=131, x=161.8, error=11.4455
 fSumw[406]=132, x=162.2, error=11.4891
 fSumw[407]=121, x=162.6, error=11
 fSumw[408]=120, x=163, error=10.9545
 fSumw[409]=136, x=163.4, error=11.6619
 fSumw[410]=146, x=163.8, error=12.083
 fSumw[411]=134, x=164.2, error=11.5758
 fSumw[412]=135, x=164.6, error=11.619
 fSumw[413]=129, x=165, error=11.3578
 fSumw[414]=136, x=165.4, error=11.6619
 fSumw[415]=137, x=165.8, error=11.7047
 fSumw[416]=146, x=166.2, error=12.083
 fSumw[417]=135, x=166.6, error=11.619
 fSumw[418]=105, x=167, error=10.247
 fSumw[419]=121, x=167.4, error=11
 fSumw[420]=131, x=167.8, error=11.4455
 fSumw[421]=111, x=168.2, error=10.5357
 fSumw[422]=139, x=168.6, error=11.7898
 fSumw[423]=123, x=169, error=11.0905
 fSumw[424]=145, x=169.4, error=12.0416
 fSumw[425]=111, x=169.8, error=10.5357
 fSumw[426]=137, x=170.2, error=11.7047
 fSumw[427]=132, x=170.6, error=11.4891
 fSumw[428]=136, x=171, error=11.6619
 fSumw[429]=130, x=171.4, error=11.4018
 fSumw[430]=129, x=171.8, error=11.3578
 fSumw[431]=110, x=172.2, error=10.4881
 fSumw[432]=143, x=172.6, error=11.9583
 fSumw[433]=118, x=173, error=10.8628
 fSumw[434]=130, x=173.4, error=11.4018
 fSumw[435]=140, x=173.8, error=11.8322
 fSumw[436]=118, x=174.2, error=10.8628
 fSumw[437]=138, x=174.6, error=11.7473
 fSumw[438]=120, x=175, error=10.9545
 fSumw[439]=108, x=175.4, error=10.3923
 fSumw[440]=126, x=175.8, error=11.225
 fSumw[441]=124, x=176.2, error=11.1355
 fSumw[442]=118, x=176.6, error=10.8628
 fSumw[443]=129, x=177, error=11.3578
 fSumw[444]=125, x=177.4, error=11.1803
 fSumw[445]=125, x=177.8, error=11.1803
 fSumw[446]=125, x=178.2, error=11.1803
 fSumw[447]=127, x=178.6, error=11.2694
 fSumw[448]=128, x=179, error=11.3137
 fSumw[449]=141, x=179.4, error=11.8743
 fSumw[450]=125, x=179.8, error=11.1803
 fSumw[451]=110, x=180.2, error=10.4881
 fSumw[452]=142, x=180.6, error=11.9164
 fSumw[453]=109, x=181, error=10.4403
 fSumw[454]=124, x=181.4, error=11.1355
 fSumw[455]=108, x=181.8, error=10.3923
 fSumw[456]=121, x=182.2, error=11
 fSumw[457]=131, x=182.6, error=11.4455
 fSumw[458]=120, x=183, error=10.9545
 fSumw[459]=125, x=183.4, error=11.1803
 fSumw[460]=108, x=183.8, error=10.3923
 fSumw[461]=131, x=184.2, error=11.4455
 fSumw[462]=125, x=184.6, error=11.1803
 fSumw[463]=137, x=185, error=11.7047
 fSumw[464]=115, x=185.4, error=10.7238
 fSumw[465]=129, x=185.8, error=11.3578
 fSumw[466]=128, x=186.2, error=11.3137
 fSumw[467]=121, x=186.6, error=11
 fSumw[468]=133, x=187, error=11.5326
 fSumw[469]=129, x=187.4, error=11.3578
 fSumw[470]=123, x=187.8, error=11.0905
 fSumw[471]=124, x=188.2, error=11.1355
 fSumw[472]=106, x=188.6, error=10.2956
 fSumw[473]=106, x=189, error=10.2956
 fSumw[474]=128, x=189.4, error=11.3137
 fSumw[475]=105, x=189.8, error=10.247
 fSumw[476]=116, x=190.2, error=10.7703
 fSumw[477]=122, x=190.6, error=11.0454
 fSumw[478]=108, x=191, error=10.3923
 fSumw[479]=123, x=191.4, error=11.0905
 fSumw[480]=112, x=191.8, error=10.583
 fSumw[481]=127, x=192.2, error=11.2694
 fSumw[482]=129, x=192.6, error=11.3578
 fSumw[483]=112, x=193, error=10.583
 fSumw[484]=116, x=193.4, error=10.7703
 fSumw[485]=124, x=193.8, error=11.1355
 fSumw[486]=112, x=194.2, error=10.583
 fSumw[487]=127, x=194.6, error=11.2694
 fSumw[488]=133, x=195, error=11.5326
 fSumw[489]=134, x=195.4, error=11.5758
 fSumw[490]=119, x=195.8, error=10.9087
 fSumw[491]=131, x=196.2, error=11.4455
 fSumw[492]=138, x=196.6, error=11.7473
 fSumw[493]=108, x=197, error=10.3923
 fSumw[494]=121, x=197.4, error=11
 fSumw[495]=116, x=197.8, error=10.7703
 fSumw[496]=134, x=198.2, error=11.5758
 fSumw[497]=133, x=198.6, error=11.5326
 fSumw[498]=109, x=199, error=10.4403
 fSumw[499]=129, x=199.4, error=11.3578
 fSumw[500]=139, x=199.8, error=11.7898
 fSumw[501]=128, x=200.2, error=11.3137
 fSumw[502]=119, x=200.6, error=10.9087
 fSumw[503]=129, x=201, error=11.3578
 fSumw[504]=126, x=201.4, error=11.225
 fSumw[505]=114, x=201.8, error=10.6771
 fSumw[506]=144, x=202.2, error=12
 fSumw[507]=133, x=202.6, error=11.5326
 fSumw[508]=118, x=203, error=10.8628
 fSumw[509]=133, x=203.4, error=11.5326
 fSumw[510]=136, x=203.8, error=11.6619
 fSumw[511]=149, x=204.2, error=12.2066
 fSumw[512]=115, x=204.6, error=10.7238
 fSumw[513]=123, x=205, error=11.0905
 fSumw[514]=136, x=205.4, error=11.6619
 fSumw[515]=119, x=205.8, error=10.9087
 fSumw[516]=141, x=206.2, error=11.8743
 fSumw[517]=133, x=206.6, error=11.5326
 fSumw[518]=144, x=207, error=12
 fSumw[519]=148, x=207.4, error=12.1655
 fSumw[520]=150, x=207.8, error=12.2474
 fSumw[521]=138, x=208.2, error=11.7473
 fSumw[522]=124, x=208.6, error=11.1355
 fSumw[523]=148, x=209, error=12.1655
 fSumw[524]=127, x=209.4, error=11.2694
 fSumw[525]=124, x=209.8, error=11.1355
 fSumw[526]=115, x=210.2, error=10.7238
 fSumw[527]=128, x=210.6, error=11.3137
 fSumw[528]=147, x=211, error=12.1244
 fSumw[529]=128, x=211.4, error=11.3137
 fSumw[530]=128, x=211.8, error=11.3137
 fSumw[531]=131, x=212.2, error=11.4455
 fSumw[532]=152, x=212.6, error=12.3288
 fSumw[533]=147, x=213, error=12.1244
 fSumw[534]=156, x=213.4, error=12.49
 fSumw[535]=148, x=213.8, error=12.1655
 fSumw[536]=136, x=214.2, error=11.6619
 fSumw[537]=180, x=214.6, error=13.4164
 fSumw[538]=181, x=215, error=13.4536
 fSumw[539]=181, x=215.4, error=13.4536
 fSumw[540]=167, x=215.8, error=12.9228
 fSumw[541]=169, x=216.2, error=13
 fSumw[542]=200, x=216.6, error=14.1421
 fSumw[543]=155, x=217, error=12.4499
 fSumw[544]=161, x=217.4, error=12.6886
 fSumw[545]=140, x=217.8, error=11.8322
 fSumw[546]=160, x=218.2, error=12.6491
 fSumw[547]=156, x=218.6, error=12.49
 fSumw[548]=172, x=219, error=13.1149
 fSumw[549]=172, x=219.4, error=13.1149
 fSumw[550]=172, x=219.8, error=13.1149
 fSumw[551]=181, x=220.2, error=13.4536
 fSumw[552]=173, x=220.6, error=13.1529
 fSumw[553]=173, x=221, error=13.1529
 fSumw[554]=166, x=221.4, error=12.8841
 fSumw[555]=180, x=221.8, error=13.4164
 fSumw[556]=188, x=222.2, error=13.7113
 fSumw[557]=157, x=222.6, error=12.53
 fSumw[558]=167, x=223, error=12.9228
 fSumw[559]=164, x=223.4, error=12.8062
 fSumw[560]=164, x=223.8, error=12.8062
 fSumw[561]=176, x=224.2, error=13.2665
 fSumw[562]=162, x=224.6, error=12.7279
 fSumw[563]=170, x=225, error=13.0384
 fSumw[564]=160, x=225.4, error=12.6491
 fSumw[565]=177, x=225.8, error=13.3041
 fSumw[566]=186, x=226.2, error=13.6382
 fSumw[567]=156, x=226.6, error=12.49
 fSumw[568]=165, x=227, error=12.8452
 fSumw[569]=150, x=227.4, error=12.2474
 fSumw[570]=157, x=227.8, error=12.53
 fSumw[571]=186, x=228.2, error=13.6382
 fSumw[572]=154, x=228.6, error=12.4097
 fSumw[573]=185, x=229, error=13.6015
 fSumw[574]=185, x=229.4, error=13.6015
 fSumw[575]=173, x=229.8, error=13.1529
 fSumw[576]=163, x=230.2, error=12.7671
 fSumw[577]=152, x=230.6, error=12.3288
 fSumw[578]=156, x=231, error=12.49
 fSumw[579]=185, x=231.4, error=13.6015
 fSumw[580]=152, x=231.8, error=12.3288
 fSumw[581]=176, x=232.2, error=13.2665
 fSumw[582]=170, x=232.6, error=13.0384
 fSumw[583]=153, x=233, error=12.3693
 fSumw[584]=167, x=233.4, error=12.9228
 fSumw[585]=176, x=233.8, error=13.2665
 fSumw[586]=181, x=234.2, error=13.4536
 fSumw[587]=146, x=234.6, error=12.083
